PlayerID,GameType,PlayerName,SkillLevel,ForehandAccuracy,BackhandAccuracy,Speed,Stamina,Reflexes,PositionalAwareness,Weakness,PreferredPosition,OpponentName,OpponentSkillLevel,CourtType,RallyLength,ShotsPerRally,WinningShotsRatio,Positioning,ServeStyle,TacticalApproach
570,Singles,PlayerVZ,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentWA,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
571,Doubles,PlayerWA,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentWB,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
572,Singles,PlayerWB,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentWC,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
573,Doubles,PlayerWC,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentWD,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
574,Singles,PlayerWD,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentWE,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
575,Doubles,PlayerWE,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentWF,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
576,Singles,PlayerWF,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentWG,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
577,Doubles,PlayerWG,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentWH,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
578,Singles,PlayerWH,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentWI,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
579,Doubles,PlayerWI,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentWJ,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
580,Singles,PlayerWJ,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentWK,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
581,Doubles,PlayerWK,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentWL,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
582,Singles,PlayerWL,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentWM,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
583,Doubles,PlayerWM,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentWN,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
584,Singles,PlayerWN,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentWO,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
585,Doubles,PlayerWO,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentWP,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
586,Singles,PlayerWP,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentWQ,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
587,Doubles,PlayerWQ,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentWR,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
588,Singles,PlayerWR,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentWS,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
589,Doubles,PlayerWS,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentWT,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
590,Singles,PlayerWT,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentWU,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
591,Doubles,PlayerWU,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentWV,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline
592,Singles,PlayerWV,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentWW,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
593,Doubles,PlayerWW,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentWX,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
594,Singles,PlayerWX,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentWY,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
595,Doubles,PlayerWY,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentWZ,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
596,Singles,PlayerWZ,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentXA,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
597,Doubles,PlayerXA,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentXB,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
598,Singles,PlayerXB,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentXC,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
599,Doubles,PlayerXC,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentXD,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
